


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	scoh
	32 11
	30 7
	27 5
	26 2
	23 0
	26 1
	30 2
	34 3
	38 4
	42 5
	47 6
	51 6
	55 6
	58 6
	61 6
	61 9
.PEN_UP
.PEN_DOWN
	27 42
	30 42
	33 42
	36 43
	42 43
	45 43
	48 43
	52 43
	54 39
	52 36
	51 33
	48 28
	45 28
	42 24
	38 21
	33 17
	29 14
	25 11
	22 9
	18 7
	15 3
	12 0
	15 0
	20 1
	25 3
	30 4
	36 6
	40 7
	43 8
	46 8
	51 9
	55 9
	58 10
	61 11
	62 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 36
	41 37
	46 37
	50 35
	54 34
	58 32
	59 28
	59 25
	56 22
	51 18
	47 17
	43 14
	39 11
	36 10
	33 7
	28 4
	24 1
	28 0
	31 0
	35 1
	39 3
	43 3
	46 3
	49 4
	55 4
	58 5
	61 5
	62 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 40
	32 41
	38 42
	43 43
	48 44
	52 44
	58 45
	62 45
	65 45
	68 45
	68 42
	67 39
	64 37
	60 34
	56 30
	53 28
	50 27
	46 25
	43 24
	40 20
	37 19
	34 15
	31 13
	27 10
	23 8
	19 5
	18 2
	15 0
	18 0
	22 3
	25 4
	29 5
	35 7
	39 8
	43 9
	47 9
	50 10
	53 10
	56 11
	60 11
	63 11
	66 13
	67 15
.PEN_UP
.PEN_DOWN
	31 38
	34 38
	37 40
	40 40
	43 41
	46 41
	52 41
	58 42
	64 42
	66 39
	66 35
	63 32
	58 27
	53 24
	50 22
	47 20
	44 18
	39 14
	35 11
	31 8
	28 6
	26 3
	23 0
	27 1
	31 1
	34 2
	38 3
	41 3
	44 3
	48 3
	51 3
	55 3
	58 3
	61 3
	64 2
	65 3
.PEN_UP
.PEN_DOWN
	33 36
	36 36
	39 37
	42 38
	46 39
	52 39
	56 39
	60 37
	62 33
	62 30
	61 27
	59 23
	55 20
	51 16
	48 14
	45 12
	40 10
	35 6
	31 2
	28 0
	31 1
	37 2
	41 4
	47 6
	51 6
	57 7
	60 7
	63 7
	66 7
	69 7
	72 7
	74 8
.PEN_UP
.PEN_DOWN
	30 38
	34 39
	37 41
	41 42
	44 43
	47 44
	52 45
	55 45
	61 47
	64 46
	61 45
	58 45
	56 42
	53 41
	50 37
	47 34
	45 31
	43 28
	41 24
	38 21
	35 17
	32 14
	29 11
	24 8
	20 5
	17 2
	14 0
	17 2
	20 4
	24 6
	28 8
	32 9
	37 11
	40 12
	45 13
	49 14
	53 15
	58 16
	61 16
	65 17
	68 17
	71 17
.PEN_UP
.PEN_DOWN
	29 39
	33 40
	37 40
	41 41
	45 42
	48 43
	55 44
	60 45
	63 45
	60 41
	56 40
	53 36
	49 33
	49 29
	46 27
	44 24
	41 23
	37 18
	32 14
	29 10
	26 7
	23 4
	21 1
	18 0
	21 1
	24 5
	27 6
	31 8
	34 9
	38 10
	42 12
	46 14
	50 15
	54 16
	61 17
	64 18
	67 18
	70 19
	73 20
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 34
	31 35
	34 35
	37 37
	41 37
	44 38
	48 38
	49 35
	48 32
	46 28
	43 26
	41 23
	39 20
	37 17
	34 14
	31 13
	29 9
	25 5
	22 2
	19 0
	22 1
	25 2
	29 4
	35 7
	39 8
	42 10
	45 11
	48 11
	51 12
	54 13
	57 13
	58 13
.PEN_UP
.PEN_DOWN
	33 31
	36 31
	39 32
	42 33
	46 33
	49 34
	48 31
	47 28
	44 24
	42 21
	41 18
	38 13
	35 11
	33 8
	30 6
	28 3
	26 0
	29 2
	32 3
	35 4
	38 5
	41 5
	44 5
	48 6
	51 6
	54 6
.PEN_UP
