


.DATE		08 ? 92
.STYLE		MIXED
.WRITER_ID	jhkim
	120 46
	120 43
	120 40
	120 36
	123 35
	126 34
	129 35
	129 38
	133 39
	133 42
	136 44
	138 47
	140 50
	141 53
	142 56
	142 59
	140 56
	139 53
	137 50
	137 47
	135 42
	135 38
	135 35
	136 31
	137 28
	140 28
	142 31
	143 36
	145 39
	146 44
	147 47
	147 50
	148 53
	148 56
	145 58
	142 59
	141 55
	139 52
	139 49
	141 46
	144 44
	147 45
	151 47
	152 50
	155 52
	157 55
	160 58
	163 60
	166 59
	167 56
	167 53
	167 50
	166 47
	165 44
	165 41
	165 38
	168 36
	171 36
	174 38
	176 41
	178 44
	181 47
	184 50
	188 53
	189 56
	191 56
.PEN_UP
.PEN_DOWN
	198 46
	198 49
	198 52
	198 55
	198 58
	197 61
	194 60
	191 56
	188 55
	187 51
	186 47
	185 44
	185 41
	185 38
	186 34
	189 31
	192 35
	195 38
	196 42
	199 48
	199 52
	202 53
	203 56
	201 53
	201 50
	201 47
	201 44
	201 40
	201 37
	204 34
	207 34
	210 36
	213 40
	216 42
	217 46
	220 47
	222 52
	223 55
	224 58
	225 61
	226 65
	226 69
	226 72
	228 75
	229 78
	229 81
	226 82
	223 83
	220 81
	218 77
	217 74
	217 71
	215 67
	215 64
	214 61
	214 57
	215 54
	215 51
	216 48
	216 45
	217 42
	219 38
	222 37
	226 39
	228 42
	230 45
	232 48
	234 51
	236 54
	237 58
	239 61
	239 64
	238 61
	238 58
	236 55
	236 51
	236 47
	236 44
	236 40
	236 37
	239 35
	242 36
	245 39
	248 42
	250 45
	252 50
	254 53
	257 57
	260 62
	262 65
	265 69
	266 74
	268 77
	270 80
	270 83
	270 86
	270 89
	267 86
	266 83
	265 80
	263 77
	261 74
	261 71
	259 66
	259 63
	257 59
	256 55
	255 52
	254 49
	254 45
	253 42
	253 39
	254 35
	255 32
	258 30
	261 33
	264 35
	265 38
	267 42
	269 45
	271 48
	274 52
	278 55
	280 58
	281 55
	280 52
	280 49
	280 46
	280 43
	279 40
	278 37
	281 40
	283 43
	286 44
	287 47
	290 48
	293 52
	295 55
	294 52
	292 49
	290 46
	288 42
	286 38
	283 33
	282 29
	280 24
	279 21
	279 17
	279 14
	279 11
	277 7
	277 3
	276 0
	273 1
	270 2
	269 5
	268 9
	267 12
	267 16
	268 19
	270 22
	275 24
	279 24
	282 24
	289 27
	292 27
	295 27
	301 29
	304 29
	303 29
.PEN_UP
.PEN_DOWN
	241 82
	242 79
	245 78
	245 77
.PEN_UP
.PEN_DOWN
	254 74
	259 75
	264 75
	269 76
	272 76
	275 76
	279 76
	284 76
	286 76
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	129 56
	128 53
	127 49
	126 45
	125 42
	124 36
	123 32
	121 28
	120 24
	119 21
	118 17
	117 13
	116 9
	114 6
	111 6
	110 9
	111 13
	112 16
	114 20
	115 24
	118 29
	119 32
	121 35
	124 36
	128 39
	132 41
	135 43
	137 46
	140 48
	142 51
	145 53
	147 56
	150 57
	150 53
	148 50
	147 47
	145 44
	144 41
	144 38
	147 38
	150 38
	152 41
	154 44
	157 47
	160 48
	161 52
	164 55
	165 58
	165 61
	162 58
	161 55
	159 50
	159 47
	159 44
	161 41
	164 41
	165 44
	169 47
	172 51
	175 55
	179 58
	182 61
	186 62
	185 59
	184 54
	183 50
	183 47
	182 44
	181 41
	182 45
	184 48
	187 52
	189 55
	191 58
	195 60
	196 57
	196 54
	195 50
	195 45
	195 42
	195 38
	198 42
	199 46
	201 49
	203 52
	205 55
	207 58
	209 61
	209 57
	208 53
	207 50
	206 45
	207 42
	210 40
	213 41
	216 42
	218 45
	222 48
	224 51
	227 55
	229 58
	231 61
	229 57
	228 53
	227 50
	225 45
	222 39
	220 35
	219 30
	217 26
	216 22
	215 17
	214 13
	213 10
	213 7
	212 3
	212 0
	212 3
	212 6
	212 9
	213 14
	213 17
	214 21
	215 24
	217 28
	219 32
	221 36
	223 42
	227 45
	229 48
	231 51
	235 54
	237 57
	240 57
	243 55
	243 52
	241 49
	237 46
	234 45
	232 42
	229 42
	232 38
.PEN_UP
.PEN_DOWN
	132 88
	135 90
	138 87
	141 83
	144 82
	147 80
	153 78
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	118 13
	121 16
	124 18
	130 23
	133 25
	136 29
	138 32
	140 36
	141 39
	142 42
	143 46
	145 50
	145 54
	143 50
	141 47
	140 43
	139 39
	138 35
	138 32
	138 29
	138 25
	138 22
	138 19
	138 16
	138 13
	140 10
	145 8
	149 9
	153 12
	156 17
	159 18
	160 21
	162 25
	163 29
	165 34
	165 37
	165 40
	165 45
	165 48
	165 51
	166 54
	165 50
	163 46
	161 42
	161 39
	161 36
	161 31
	161 28
	160 20
	160 16
	160 13
	160 10
	160 6
	160 3
	160 0
	160 3
	163 7
	165 11
	168 16
	170 20
	175 23
	178 26
	180 23
	180 20
	180 17
	180 13
	180 10
	182 5
	186 4
	189 4
	193 5
	195 8
	196 12
	198 15
	198 19
	198 23
	197 27
	193 29
	191 26
	188 22
	188 18
	188 13
	188 10
	190 6
	194 4
	198 4
	203 5
	206 5
	209 6
	209 8
.PEN_UP
.PEN_DOWN
	125 35
	128 35
	133 35
	138 35
	141 37
	144 37
	150 39
	155 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	122 44
	122 47
	122 50
	122 53
	119 54
	116 53
	113 51
	110 48
	109 44
	109 40
	112 39
	116 42
	120 44
	123 47
	125 50
	122 48
	122 45
	120 42
	118 37
	117 34
	117 31
	115 28
	114 25
	113 22
	112 19
	112 15
	111 10
	110 7
	110 3
	110 0
	113 2
	114 5
	115 8
	117 11
	119 14
	120 17
	120 20
	121 23
	121 26
	120 29
	117 30
	120 32
	123 34
	126 35
	129 37
	131 40
	134 44
	139 48
	141 51
	144 51
	145 48
	145 45
	142 44
	142 41
	141 38
	139 35
	139 32
	142 30
	145 31
	149 34
	151 37
	154 39
	156 43
	157 47
	159 50
	160 53
	158 50
	157 47
	156 44
	155 41
	155 38
	156 35
	157 32
	160 31
	162 34
	166 37
	168 40
	169 43
	172 46
	174 49
	176 52
	177 55
	178 58
	175 55
	174 51
	172 47
	171 44
	170 41
	171 38
	174 34
	177 32
	180 32
	183 32
	186 33
	189 33
	192 34
	195 35
	198 37
	201 38
	202 41
	204 44
	205 48
	206 51
	206 54
	203 54
	198 53
	196 50
	194 47
	194 44
	193 41
	193 38
	194 35
	196 32
	199 32
	204 32
	208 34
	212 36
	215 37
	217 40
	220 43
	223 47
	223 51
	226 53
	226 56
	228 59
	230 63
	232 67
	234 70
	237 72
	238 75
	235 72
	233 69
	232 66
	229 62
	229 59
	228 56
	226 52
	224 49
	224 46
	223 43
	221 39
	221 36
	222 32
	225 32
	228 32
	232 32
.PEN_UP
.PEN_DOWN
	175 77
	178 74
	181 72
	184 70
.PEN_UP
.PEN_DOWN
	207 59
	211 59
	214 59
	218 58
	223 58
	230 58
	234 57
	241 56
.PEN_UP
.PEN_DOWN
	106 52
	106 55
	110 57
	114 58
	117 59
	121 60
	125 61
	130 62
	131 59
	131 55
	128 51
	128 48
	126 44
	124 41
	120 39
	119 36
	122 39
	125 42
	128 44
	131 46
	134 45
	137 43
	138 39
	138 36
	139 33
	139 29
	137 25
	137 22
	136 19
	136 16
	135 12
	135 8
	133 5
	131 2
	128 0
	124 0
	121 3
	122 6
	123 9
	124 12
	127 15
	127 18
	129 22
	133 27
	135 31
	138 34
	141 37
	142 40
	144 43
	146 46
	148 49
	151 52
	153 55
	156 57
	158 60
	161 62
	160 59
	159 56
	157 53
	157 50
	156 47
	156 43
	156 40
	159 38
	162 41
	163 44
	164 47
	165 50
	166 53
	166 57
	166 60
	166 64
	163 65
	161 62
	161 59
	162 56
	165 55
	170 55
	173 55
	177 57
	180 58
	184 59
	186 62
	189 63
	186 62
	184 59
	181 55
	180 51
	180 48
	179 45
	182 43
	186 44
	188 47
	192 51
	193 55
	193 58
	195 61
	195 64
	192 65
	189 64
	188 60
	189 57
	193 57
	196 57
	201 57
.PEN_UP
