


.DATE		07 ? 93
.STYLE		MIXED
.WRITER_ID	swlee
	195 61
	196 61
.PEN_UP
.PEN_DOWN
	182 58
	182 54
	182 51
	182 46
	182 42
	182 39
	182 36
	182 33
	182 26
	182 22
	182 19
	182 16
	182 13
	181 10
	178 9
	175 9
	179 8
	183 9
	187 9
	191 10
	195 10
	198 10
	200 11
.PEN_UP
.PEN_DOWN
	203 58
	203 53
	202 48
	202 45
	202 42
	202 38
	202 29
	202 26
	204 22
	204 19
	204 16
	205 13
	205 9
	206 6
	207 5
.PEN_UP
.PEN_DOWN
	202 58
	201 61
	203 57
	205 54
	208 49
	212 45
	213 42
	215 37
	217 34
	219 31
	220 26
	223 24
	226 19
	227 16
	228 13
	231 13
	232 16
	232 19
	232 23
	233 29
	233 32
	233 36
	232 40
	232 44
	232 49
	231 53
	231 62
	230 65
	229 68
	229 71
	229 75
	228 78
	227 79
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 86
	50 82
	49 79
	49 76
	49 73
	49 69
	49 65
	49 62
	49 58
	49 55
	49 51
	49 48
	51 42
	51 39
	52 36
	53 31
	54 27
	55 24
	56 21
	57 24
	58 27
	58 30
	60 34
	60 38
	60 41
	62 46
	62 51
	64 56
	65 60
	68 56
	68 50
	69 47
	70 44
	70 41
	71 37
	74 35
	75 32
	79 30
	83 31
	85 35
	86 39
	87 42
	88 45
	88 49
	89 53
	89 56
	89 65
	89 69
	89 73
	88 77
	88 81
	87 84
	87 87
	86 90
	85 94
	84 97
	84 98
.PEN_UP
.PEN_DOWN
	102 88
	100 85
	100 81
	98 77
	98 72
	96 68
	96 64
	95 59
	94 55
	93 51
	93 46
	92 42
	91 34
	91 31
	91 28
	91 25
	91 22
	91 19
	91 16
	92 19
	94 22
	95 24
.PEN_UP
.PEN_DOWN
	102 94
	103 88
	105 83
	106 80
	106 77
	107 73
	108 69
	108 65
	109 62
	109 58
	109 55
	110 51
	112 46
	112 43
	113 40
	113 36
	113 32
	114 29
	114 28
.PEN_UP
.PEN_DOWN
	93 55
	96 56
	100 56
	105 57
	108 57
	111 57
	115 56
	116 56
.PEN_UP
.PEN_DOWN
	123 91
	126 91
	129 91
	132 92
	136 92
	141 92
	144 92
	147 92
	150 92
.PEN_UP
.PEN_DOWN
	131 88
	131 84
	131 81
	131 78
	131 72
	131 69
	131 65
	131 62
	131 59
	131 56
	131 53
	131 50
	131 47
	131 44
	131 39
	131 35
	131 32
	131 29
	128 30
	124 32
	121 34
	124 34
	127 33
	130 33
	133 33
	136 34
	141 34
	144 34
	148 34
.PEN_UP
.PEN_DOWN
	151 88
	154 88
	157 88
	160 89
	163 89
	166 89
	170 89
	174 89
	177 89
	183 88
	187 88
	190 87
.PEN_UP
.PEN_DOWN
	164 86
	164 82
	164 76
	164 73
	164 64
	164 59
	164 54
	164 49
	164 44
	165 39
	165 34
	165 29
	165 25
	165 20
	167 16
	167 12
	167 6
	168 3
	168 0
.PEN_UP
.PEN_DOWN
	44 56
	46 51
	46 48
	46 45
	46 42
	47 39
	47 36
	48 32
	48 29
	48 26
	50 23
	51 18
	52 13
	54 10
	54 6
	56 3
	57 0
	59 3
	62 9
	63 13
	63 17
	65 21
	66 24
	66 28
	66 31
	66 37
	67 41
	67 44
	67 47
	68 44
	69 41
	69 38
	71 33
	71 28
	73 24
	74 20
	77 17
	78 14
	81 12
	85 17
	85 20
	86 24
	86 27
	87 30
	87 34
	88 38
	89 43
	89 48
	90 53
	91 62
	91 66
	91 69
	90 73
	90 76
	87 76
.PEN_UP
.PEN_DOWN
	97 62
	101 62
	106 62
	110 62
	113 62
	116 62
	120 62
	123 62
	125 63
.PEN_UP
.PEN_DOWN
	98 58
	98 54
	97 50
	97 47
	96 42
	96 38
	96 35
	96 32
	96 29
	96 26
	95 22
	95 19
	95 15
	96 11
	97 8
	100 7
	104 8
	108 8
	111 8
	114 7
	117 7
	120 7
	123 7
.PEN_UP
.PEN_DOWN
	103 34
	107 35
	110 35
	114 36
	119 36
	124 36
	130 36
.PEN_UP
.PEN_DOWN
	130 63
	130 58
	129 53
	129 49
	129 46
	129 42
	129 36
	129 32
	129 28
	129 25
	129 22
	129 16
	130 12
	130 8
	131 5
	131 2
	134 3
	138 5
	141 5
	144 6
	148 6
	152 7
	156 7
	162 8
.PEN_UP
.PEN_DOWN
	161 55
	161 51
	161 48
	161 45
	161 42
	160 37
	160 33
	160 30
	160 26
	160 23
	160 18
	160 15
	160 12
	161 7
	161 4
	165 4
	169 6
	174 8
	178 8
	183 9
	189 10
	192 11
	196 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	77 66
	74 61
	71 58
	71 54
	68 50
	67 46
	64 37
	62 33
	61 29
	58 25
	58 22
	56 18
	55 15
	52 10
	51 7
	49 3
	47 0
	49 4
	51 5
.PEN_UP
.PEN_DOWN
	51 65
	52 61
	53 58
	56 52
	58 49
	60 46
	62 42
	63 39
	67 35
	69 32
	71 29
	75 23
	79 20
	80 17
	82 14
	86 10
	88 6
	91 3
	93 3
.PEN_UP
.PEN_DOWN
	96 66
	96 63
	95 60
	95 56
	94 52
	94 49
	94 45
	94 42
	94 38
	94 35
	94 32
	94 26
	94 22
	94 18
	94 15
	95 13
.PEN_UP
.PEN_DOWN
	98 62
	99 59
	101 54
	103 49
	104 46
	105 41
	107 37
	108 32
	110 29
	113 27
	116 28
	119 32
	123 36
	126 41
	128 46
	130 49
	132 54
	133 58
	134 61
	134 64
	134 67
	133 70
	132 67
	132 61
	131 58
	131 55
	131 52
	131 48
	131 44
	131 41
	131 38
	131 35
	131 32
	131 29
	131 23
	131 19
	131 15
	131 12
	131 9
.PEN_UP
.PEN_DOWN
	160 71
	159 68
	158 65
	158 62
	156 58
	155 53
	154 49
	153 45
	152 41
	151 33
	150 29
	150 26
	149 22
	149 19
	148 16
	148 13
	148 8
	148 5
	150 5
.PEN_UP
.PEN_DOWN
	162 70
	163 66
	163 63
	165 57
	166 53
	166 49
	167 46
	168 42
	168 39
	169 35
	169 32
	169 29
	170 26
	171 23
	172 16
	173 13
	173 10
	173 9
.PEN_UP
.PEN_DOWN
	150 40
	153 41
	156 41
	163 42
	168 42
	172 42
	174 42
.PEN_UP
.PEN_DOWN
	206 62
	205 65
	201 67
	196 68
	192 68
	189 67
	186 66
	183 63
	181 60
	181 57
	180 53
	180 50
	181 47
	182 44
	185 41
	188 38
	191 38
	194 37
	197 36
	201 34
	204 33
	208 30
	208 27
	208 23
	207 19
	206 16
	203 13
	199 11
	195 9
	192 9
	188 10
	184 11
	181 14
	178 18
	176 25
	175 29
	175 32
	175 35
.PEN_UP
.PEN_DOWN
	82 101
	81 98
	79 93
	77 90
	76 87
	74 83
	69 77
	68 73
	66 70
	64 66
	62 62
	60 59
	59 56
	57 53
	55 50
	54 47
	53 44
	49 37
	47 34
	46 31
	47 31
.PEN_UP
.PEN_DOWN
	47 90
	49 87
	52 82
	54 79
	58 74
	60 71
	64 66
	66 63
	68 60
	73 55
	77 51
	81 47
	84 44
	88 40
	90 40
.PEN_UP
.PEN_DOWN
	95 104
	95 98
	95 95
	95 91
	94 87
	94 83
	94 80
	94 76
	94 72
	94 69
	94 66
	94 62
	94 55
	95 52
	95 49
	95 44
	95 41
	95 37
	95 34
	97 36
.PEN_UP
.PEN_DOWN
	88 88
	88 91
	92 94
	96 96
	99 97
	103 97
	106 97
	109 97
	113 97
	117 95
	120 93
	121 90
	122 87
	122 83
	120 79
	117 78
	114 75
	111 73
	107 71
	103 69
	99 66
	95 64
	92 62
	95 61
	98 58
	101 55
	104 53
	110 48
	114 44
	117 42
	121 40
	125 40
	127 41
.PEN_UP
.PEN_DOWN
	138 102
	136 99
	135 96
	135 93
	133 90
	132 86
	131 82
	130 79
	128 75
	127 71
	126 67
	125 63
	124 59
	122 52
	121 49
	121 46
	120 42
	120 38
	120 35
	123 38
.PEN_UP
.PEN_DOWN
	135 100
	136 97
	138 93
	138 90
	139 87
	141 84
	142 81
	145 76
	146 73
	147 70
	149 67
	150 59
	150 56
	152 53
	153 49
	154 45
	154 42
	154 39
	154 40
.PEN_UP
.PEN_DOWN
	126 57
	130 61
	134 62
	137 62
	142 62
	146 61
	149 61
	154 61
	158 61
.PEN_UP
.PEN_DOWN
	155 101
	156 98
	157 95
	159 92
	162 87
	164 83
	165 80
	168 76
	170 72
	172 68
	175 65
	176 62
	177 62
.PEN_UP
.PEN_DOWN
	194 97
	190 95
	186 93
	183 90
	180 87
	177 85
	172 83
	169 81
	168 78
	169 75
	170 71
	170 67
	171 62
	171 59
	171 55
	171 52
	171 49
	172 46
	172 42
	173 36
	173 32
	173 29
	173 25
	173 22
	173 18
	173 15
	173 12
	174 8
	174 3
	174 0
.PEN_UP
.PEN_DOWN
	85 75
	82 70
	81 66
	79 62
	74 53
	71 49
	70 45
	68 40
	66 36
	64 32
	62 28
	60 24
	59 20
	57 17
	56 14
	55 11
	53 7
	53 3
	52 0
	53 0
.PEN_UP
.PEN_DOWN
	53 64
	54 61
	57 56
	59 53
	63 48
	67 43
	71 39
	77 33
	79 30
	83 26
	86 22
	89 19
	92 16
	94 15
.PEN_UP
.PEN_DOWN
	89 72
	93 72
	96 72
	100 73
	104 73
	112 73
	116 73
	119 72
	125 71
	130 70
	133 69
	136 68
.PEN_UP
.PEN_DOWN
	107 72
	108 69
	108 66
	108 63
	108 59
	108 55
	108 51
	108 43
	108 39
	108 35
	108 31
	108 27
	109 23
	109 20
	109 17
	109 14
	110 10
	111 5
	112 4
.PEN_UP
.PEN_DOWN
	128 77
	128 72
	128 68
	128 65
	128 61
	128 57
	129 50
	129 46
	129 43
	129 39
	129 36
	129 32
	129 29
	129 26
	129 23
	131 20
	131 17
	131 12
	131 9
	132 9
.PEN_UP
.PEN_DOWN
	127 62
	127 66
	130 69
	133 71
	136 72
	140 73
	144 73
	147 73
	150 72
	153 70
	153 67
	154 63
	154 58
	153 55
	150 52
	147 49
	143 47
	138 44
	134 42
	131 40
	129 37
	131 34
	133 31
	136 28
	140 25
	145 20
	147 17
	150 14
	153 11
	156 9
	160 8
	163 9
.PEN_UP
.PEN_DOWN
	180 81
	177 78
	175 75
	174 72
	172 68
	171 64
	167 55
	165 51
	164 47
	162 43
	161 39
	160 35
	158 32
	158 28
	156 25
	156 22
	155 18
	155 15
	155 12
	158 15
.PEN_UP
.PEN_DOWN
	176 81
	179 81
	180 78
	181 75
	182 72
	183 69
	183 66
	184 63
	185 59
	185 55
	185 52
	186 48
	186 44
	187 41
	188 35
	188 32
	189 28
	189 23
	190 18
	190 15
	191 12
	189 12
.PEN_UP
.PEN_DOWN
	165 44
	171 46
	174 46
	177 46
	180 46
	183 46
	187 46
	190 46
	194 46
	197 46
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	52 64
	56 63
	60 64
	66 64
	71 65
	74 66
	77 66
	81 66
	84 66
	88 66
	93 67
	97 67
	101 67
	97 67
	94 66
	92 63
	88 57
	87 54
	84 49
	82 45
	80 41
	78 38
	76 35
	74 31
	72 28
	71 25
	68 22
	64 17
	63 13
	61 10
	60 7
	64 5
	67 5
	70 5
	75 4
	78 4
	81 4
	86 3
	90 2
	94 1
	98 1
	102 0
	103 0
.PEN_UP
.PEN_DOWN
	71 45
	74 44
	77 44
	80 43
	83 43
	86 42
	87 41
.PEN_UP
.PEN_DOWN
	98 59
	103 59
	106 59
	110 60
	115 60
	120 60
	124 60
	129 60
	133 61
	134 61
.PEN_UP
.PEN_DOWN
	103 58
	103 55
	103 50
	103 45
	103 42
	102 39
	102 34
	101 31
	101 28
	101 23
	101 19
	101 15
	101 12
	103 8
	106 5
	109 5
	112 4
	116 4
	120 5
	125 5
	129 5
	132 6
	133 6
.PEN_UP
.PEN_DOWN
	111 37
	115 37
	120 36
	123 36
	128 36
	131 36
.PEN_UP
.PEN_DOWN
	138 65
	138 61
	138 58
	138 50
	138 46
	139 42
	139 38
	139 34
	140 30
	140 27
	140 23
	141 20
	141 17
	142 12
	143 8
	143 5
	144 3
.PEN_UP
.PEN_DOWN
	132 58
	132 61
	136 62
	139 64
	144 65
	151 66
	154 66
	157 66
	161 65
	164 63
	166 60
	166 57
	166 52
	164 49
	161 45
	158 41
	154 38
	150 36
	145 32
	141 30
	139 27
	142 24
	146 22
	150 19
	154 17
	158 15
	163 12
	166 9
	168 6
	173 3
	176 2
.PEN_UP
.PEN_DOWN
	186 59
	183 60
	179 58
	175 54
	171 49
	170 46
	168 42
	167 38
	166 35
	166 31
	166 27
	166 24
	168 18
	170 15
	174 10
	177 8
	180 7
	183 6
	186 6
	189 6
	193 6
	196 6
	200 8
	205 11
	209 14
	213 19
	214 22
	215 25
	215 28
	215 32
	215 36
	215 40
	214 45
	213 50
	209 58
	208 61
	205 64
	202 65
	199 66
	195 66
	189 66
	186 66
	183 65
	177 60
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 57
	61 57
	65 57
	70 57
	73 57
	76 57
	79 57
	83 57
	88 57
	92 56
	95 56
	92 54
	89 54
	86 53
	83 50
	81 46
	78 42
	75 37
	72 32
	71 29
	68 24
	65 19
	62 13
	60 10
	60 7
	64 5
	68 4
	72 4
	75 3
	81 3
	85 1
	90 1
	94 0
	95 0
.PEN_UP
.PEN_DOWN
	69 45
	72 43
	77 42
	81 41
	88 40
	91 39
	93 38
.PEN_UP
.PEN_DOWN
	113 57
	110 57
	106 54
	102 50
	102 47
	101 44
	100 41
	99 34
	99 31
	99 28
	99 24
	99 20
	100 17
	104 12
	109 9
	114 6
	119 6
	122 6
	125 6
	130 9
	134 13
	136 18
	137 24
	137 27
	137 34
	137 37
	137 41
	136 44
	134 47
	133 50
	131 53
	127 57
	122 60
	118 62
	115 62
	112 62
	109 62
	108 59
	108 58
.PEN_UP
.PEN_DOWN
	161 62
	158 63
	155 62
	152 59
	149 55
	146 50
	146 46
	145 43
	144 40
	144 36
	144 32
	144 26
	146 22
	147 19
	149 15
	152 10
	157 6
	162 5
	167 5
	172 6
	176 9
	178 12
	181 17
	182 21
	183 25
	184 29
	184 33
	184 37
	184 46
	183 51
	182 55
	180 59
	178 62
	177 65
	174 68
	171 69
	168 70
	165 71
	162 72
	159 72
	154 72
	151 70
	149 67
	149 64
.PEN_UP
