


.DATE		07 ? 93
.STYLE		MIXED
.WRITER_ID	yslee
	62 24
	62 20
	61 17
	61 13
	63 9
	67 7
	72 6
	76 6
	79 6
	82 6
	86 7
.PEN_UP
.PEN_DOWN
	95 27
	98 26
	101 23
	104 22
	107 22
	110 21
	113 21
	116 22
	119 25
	121 28
	121 31
	121 34
	121 37
	118 39
	115 40
	112 40
	107 39
	104 37
	102 34
	100 31
	98 28
	95 24
	95 21
	95 18
	95 15
	95 12
	97 9
	100 7
	104 6
	107 6
	112 6
	115 8
	118 8
.PEN_UP
.PEN_DOWN
	131 38
	131 34
	131 31
	131 28
	131 23
	131 19
	130 16
	129 13
	128 10
	127 7
	125 4
	126 7
	127 10
	128 13
	131 16
	133 19
	135 22
	136 25
	139 27
	142 30
	144 33
	147 36
	150 37
	152 34
	152 31
	152 28
	151 24
	151 21
	150 18
	149 14
	149 11
	149 8
	148 5
	148 1
	149 1
.PEN_UP
.PEN_DOWN
	164 43
	167 42
	170 41
	175 41
	178 41
	181 40
	184 40
	188 40
	191 40
	194 40
	196 39
.PEN_UP
.PEN_DOWN
	192 72
	191 69
	189 66
	188 62
	185 59
	185 55
	184 52
	182 48
	180 44
	177 39
	177 35
	175 30
	173 27
	173 24
	172 19
	172 16
	173 13
	176 12
	179 11
	182 11
	185 12
	188 13
	191 13
.PEN_UP
.PEN_DOWN
	200 28
	203 26
	206 24
	209 23
	213 23
	216 23
	219 24
	222 26
	224 29
	225 32
	225 35
	225 38
	221 41
	218 42
	215 42
	212 41
	209 39
	206 36
	203 34
	202 31
	200 28
	198 24
	198 21
	198 18
	198 15
	200 12
	203 9
	206 9
	209 9
	213 9
	216 9
	220 9
.PEN_UP
.PEN_DOWN
	235 34
	236 28
	236 24
	234 20
	233 17
	232 14
	231 9
	230 6
	228 3
	227 0
	228 3
	231 5
	232 8
	234 11
	237 14
	238 17
	241 19
	244 21
	248 24
	251 25
	255 28
	258 28
	261 29
	264 28
	267 27
	270 26
	272 24
.PEN_UP
.PEN_DOWN
	54 42
	57 43
	61 43
	64 44
	67 44
	71 45
	74 46
	78 47
	82 47
	85 48
	88 49
	91 51
	92 51
.PEN_UP
.PEN_DOWN
	86 80
	84 77
	84 74
	83 71
	82 67
	81 62
	79 56
	78 53
	77 49
	76 46
	75 43
	75 39
	75 35
	75 31
	74 26
	73 23
	73 20
	73 17
	74 14
	77 13
	80 14
	83 15
	86 16
	90 17
	93 18
	98 18
.PEN_UP
.PEN_DOWN
	102 74
	102 70
	102 66
	102 63
	102 58
	101 54
	101 51
	101 47
	100 44
	100 39
	99 36
	99 33
	99 29
	98 26
	98 23
	97 20
	97 17
	97 13
	96 10
	96 7
	97 10
	98 13
	99 17
	101 21
	103 24
	105 27
	106 30
	108 33
	111 34
	113 37
	116 38
	119 40
	122 40
	123 37
	124 34
	124 31
	124 27
	124 23
	124 20
	124 17
	124 14
	123 11
	123 8
	123 5
	125 5
.PEN_UP
.PEN_DOWN
	138 39
	138 36
	138 33
	138 29
	138 25
	137 21
	137 18
	137 14
	137 11
	138 11
.PEN_UP
.PEN_DOWN
	139 54
	142 53
	145 51
.PEN_UP
.PEN_DOWN
	147 33
	147 29
	147 26
	147 23
	147 20
	147 17
	147 12
	147 9
	146 6
	145 3
	145 6
	145 10
	147 13
	148 16
	150 20
	152 23
	155 27
	157 30
	161 31
	164 33
	167 33
	170 33
	173 32
	173 29
	173 26
	173 23
	172 20
	172 17
	172 13
	172 9
	171 6
	171 3
	171 0
	172 0
.PEN_UP
.PEN_DOWN
	190 71
	190 68
	190 65
	189 59
	189 55
	189 51
	188 46
	188 43
	188 39
	188 36
	187 30
	187 27
	187 23
	186 20
	185 16
	185 13
	185 10
	184 7
	186 10
	187 13
	190 17
	193 21
	196 24
	198 27
	201 29
	203 32
	207 34
	208 37
	211 38
	214 40
	218 42
	219 42
.PEN_UP
.PEN_DOWN
	190 18
	193 15
	196 13
	196 10
	198 7
	199 4
	200 3
.PEN_UP
.PEN_DOWN
	83 37
	80 39
	76 39
	73 39
	70 39
	67 38
	64 36
	63 33
	61 30
	62 27
	65 25
	68 24
	71 24
	75 23
	78 21
	81 20
	84 19
	86 16
	87 13
	85 10
	83 7
	80 3
	77 1
	73 0
	69 0
	65 0
	62 2
	60 5
	59 8
	61 8
.PEN_UP
.PEN_DOWN
	96 28
	95 25
	95 22
	94 18
	93 15
	93 11
	92 8
	92 5
	94 2
.PEN_UP
.PEN_DOWN
	98 53
	100 50
	100 47
	103 44
.PEN_UP
.PEN_DOWN
	113 37
	113 34
	113 31
	113 28
	113 23
	113 20
	112 16
	111 13
	111 9
	110 6
	109 3
	109 6
	110 10
	111 13
	113 16
	114 19
	115 22
	118 25
	121 28
	124 31
	127 32
	130 34
	133 36
	136 36
	139 36
	142 36
	145 34
	145 32
.PEN_UP
.PEN_DOWN
	75 82
	75 79
	73 76
	73 70
	72 66
	72 63
	70 60
	70 57
	69 53
	69 49
	67 45
	66 42
	66 38
	64 35
	63 32
	62 29
	61 26
	60 23
	58 20
	55 17
	55 14
	54 11
.PEN_UP
.PEN_DOWN
	76 26
	77 23
	78 20
	82 17
	86 17
	89 17
	92 18
	95 19
	98 20
	100 23
	102 26
	104 29
	104 32
	104 35
	104 38
	100 40
	97 42
	93 42
	90 42
	87 42
	84 40
	81 37
	79 34
	78 30
	76 26
	75 23
	75 20
	75 17
	75 14
	75 11
	78 8
	81 6
	84 5
	87 5
	91 7
	94 7
	97 7
.PEN_UP
.PEN_DOWN
	127 36
	124 36
	121 36
	118 36
	115 34
	112 30
	111 27
	109 24
	109 20
	108 17
	108 13
	108 10
	109 7
	112 4
	115 4
	118 5
	122 8
	124 11
	126 14
	129 17
	130 20
	131 24
	132 28
	133 31
	133 34
	133 37
	133 34
	133 30
	133 27
	134 24
	134 20
	135 17
	136 14
	136 11
	138 9
.PEN_UP
.PEN_DOWN
	170 33
	169 36
	166 38
	163 38
	159 37
	156 34
	153 32
	151 28
	149 25
	148 22
	148 19
	147 16
	148 13
	151 11
	154 10
	157 13
	160 14
	163 16
	165 19
	167 22
	169 25
	170 29
	173 33
	174 36
	175 39
	176 42
	177 45
	178 49
	179 52
	179 55
	179 58
	182 61
	182 64
	182 67
	181 64
	181 60
	179 57
	179 54
	178 51
	177 47
	176 44
	176 40
	174 36
	174 33
	172 30
	171 27
	170 24
	169 21
	168 18
	167 15
	167 12
	170 11
	170 9
.PEN_UP
.PEN_DOWN
	184 25
	187 23
	190 21
	193 20
	197 19
	200 19
	203 19
	206 21
	207 24
	209 27
	209 31
	208 34
	205 36
	202 38
	199 38
	196 37
	193 36
	190 33
	187 32
	185 29
	182 27
	182 24
	181 21
	181 18
	181 15
	182 12
	183 9
	185 6
	188 4
	191 3
	194 3
	197 3
	200 3
.PEN_UP
.PEN_DOWN
	219 37
	219 33
	218 29
	218 25
	218 22
	218 19
	217 16
	217 12
	216 9
	216 6
	215 3
	214 0
	213 3
	215 6
	216 9
	218 12
	220 15
	224 18
	228 21
	232 23
	236 24
	239 25
	242 25
	245 25
	248 24
	251 23
	254 23
	257 21
.PEN_UP
.PEN_DOWN
	65 36
	64 39
	61 40
	58 41
	55 43
	52 43
	46 43
	43 42
	39 40
	38 37
	38 34
	38 31
	41 28
	44 26
	47 25
	51 23
	54 23
	58 21
	61 20
	64 19
	67 18
	69 15
	70 12
	69 9
	67 6
	64 5
	61 3
	58 2
	55 1
	51 0
	48 0
	45 1
	42 2
	40 5
	39 8
	39 10
.PEN_UP
.PEN_DOWN
	72 35
	72 31
	72 27
	72 23
	72 19
	73 16
	73 13
	73 10
	75 7
	78 6
	80 10
	82 13
	83 17
	87 21
	88 25
	89 28
	91 31
	91 34
	90 30
	90 26
	90 23
	90 19
	90 16
	91 13
	94 11
	97 11
	100 12
	102 15
	106 19
	107 23
	110 25
	110 28
	112 31
	113 35
	114 38
	114 41
.PEN_UP
.PEN_DOWN
	119 34
	119 31
	119 28
	119 23
	118 20
	118 17
	118 13
	118 10
	118 7
	119 6
.PEN_UP
.PEN_DOWN
	122 53
	125 52
	128 50
.PEN_UP
.PEN_DOWN
	126 35
	127 32
	127 29
	127 25
	127 20
	127 17
	126 13
	125 10
	125 7
	124 10
	125 13
	126 17
	128 20
	129 23
	131 26
	132 29
	134 33
	137 35
	139 32
	139 28
	139 25
	139 22
	139 19
	138 16
	138 13
	137 10
	138 13
	140 17
	142 20
	143 23
	145 27
	147 30
	150 33
	153 36
	157 38
	158 35
	158 32
	158 29
	157 25
	157 21
	157 18
	157 15
	156 11
	156 8
	156 5
	157 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	76 38
	75 41
	73 44
	70 44
	67 44
	64 43
	61 41
	57 40
	55 37
	54 34
	52 31
	51 27
	51 23
	51 20
	52 16
	54 13
	57 11
	60 10
	64 11
	67 15
	70 19
	71 22
	75 27
	76 31
	78 36
	79 39
	80 43
	81 46
	82 49
	83 54
	83 57
	84 60
	84 63
	84 66
	86 70
	86 73
	84 70
	84 67
	82 64
	82 60
	82 57
	81 53
	81 49
	79 45
	79 37
	78 32
	78 27
	78 24
	78 20
	78 17
	78 14
	79 11
	80 9
.PEN_UP
.PEN_DOWN
	97 40
	97 36
	97 32
	97 27
	97 24
	97 20
	96 17
	94 13
	94 10
	92 14
	95 18
	97 22
	101 25
	102 28
	104 31
	107 34
	110 35
	113 37
	116 39
	119 39
	122 36
.PEN_UP
.PEN_DOWN
	143 38
	140 40
	137 41
	134 41
	131 40
	128 39
	125 35
	122 33
	121 30
	120 27
	119 24
	118 21
	118 18
	117 14
	117 11
	116 8
	116 5
	116 2
	119 0
	122 2
	125 3
	126 6
	129 7
	130 10
	132 13
	134 16
	135 19
	137 22
	139 25
	140 28
	140 31
	141 34
	142 37
	143 40
	143 37
	142 34
	142 31
	141 28
	141 24
	141 21
	141 18
	142 13
	142 10
	142 7
	145 4
	147 2
.PEN_UP
.PEN_DOWN
	163 37
	163 34
	163 31
	163 28
	163 25
	163 22
	163 19
	163 16
	163 13
	163 10
	164 7
	167 9
	170 11
	171 14
	172 17
	174 20
	176 24
	178 28
	179 32
	180 35
	181 38
	182 35
	182 32
	182 29
	182 26
	182 22
	182 19
	182 16
	182 13
	184 10
	185 7
	185 4
	187 7
	189 10
	192 14
	194 17
	195 20
	197 23
	198 26
	201 27
	202 30
	203 33
	204 36
	205 39
	207 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	78 71
	79 68
	79 65
	79 62
	79 59
	78 55
	78 52
	77 48
	76 44
	75 41
	74 38
	74 34
	73 31
	72 28
	71 25
	71 21
	69 18
	67 15
	68 18
	69 21
	71 24
	73 29
	73 32
	74 35
	77 38
	78 41
	79 44
	83 47
	86 49
	89 50
	92 50
	95 50
	98 50
	101 48
	104 45
	106 41
	106 38
	107 35
	106 32
	106 28
	105 25
	104 22
	103 19
	101 16
	98 14
	96 10
	93 9
	92 6
	88 5
	85 5
	82 5
	78 7
	75 9
	72 10
	69 12
	68 15
	70 17
.PEN_UP
.PEN_DOWN
	104 30
	104 27
	104 24
	107 20
	110 19
	113 19
	116 19
	119 21
	123 23
	125 26
	128 29
	129 32
	130 35
	129 38
	125 39
	121 39
	118 39
	115 38
	112 35
	110 32
	109 28
	109 25
	109 22
	108 18
	108 15
	108 12
	112 9
	115 8
	119 7
	122 8
	125 8
	128 10
	131 10
.PEN_UP
.PEN_DOWN
	160 41
	157 41
	153 41
	148 41
	145 39
	142 38
	139 36
	137 33
	135 30
	134 26
	133 23
	133 20
	133 16
	136 14
	139 11
	142 10
	146 9
	149 9
	152 10
	153 10
.PEN_UP
.PEN_DOWN
	188 35
	185 35
	182 35
	179 35
	176 35
	173 35
	170 34
	167 32
	164 29
	163 26
	161 23
	160 18
	160 14
	161 11
	162 8
	166 7
	169 8
	174 10
	177 13
	180 16
	181 19
	184 22
	185 25
	186 28
	187 31
	187 34
	185 31
	185 27
	184 24
	184 19
	184 15
	184 12
	184 9
	185 5
	186 2
	188 0
.PEN_UP
.PEN_DOWN
	204 40
	202 37
	200 34
	199 30
	197 26
	196 22
	195 18
	194 14
	193 11
	193 7
	196 4
	200 4
	204 5
	207 8
	210 9
	212 12
	215 14
	216 17
	218 20
	218 23
	221 25
	221 28
	222 31
	223 34
	223 37
	220 35
	219 32
	219 28
	217 24
	217 21
	217 18
	216 14
	215 11
	215 7
	215 4
	215 1
	218 0
.PEN_UP
.PEN_DOWN
	252 31
	250 34
	247 35
	244 35
	241 34
	238 34
	235 33
	231 32
	230 29
	230 26
	233 24
	236 22
	239 22
	243 20
	246 18
	250 17
	252 14
	253 11
	252 8
	250 5
	247 3
	244 1
	240 0
	237 0
	234 1
	231 4
	228 5
	225 7
	225 10
	225 13
	228 14
.PEN_UP
.PEN_DOWN
	263 25
	262 21
	262 18
	265 16
	270 14
	273 14
	276 14
	279 14
	282 14
	286 17
	287 20
	287 23
	287 26
	285 29
	282 30
	279 31
	276 32
	273 32
	269 31
	266 28
	264 24
	263 21
	262 18
	262 14
	261 10
	261 7
	264 4
	267 2
	270 0
	273 0
	276 0
	279 0
	282 0
	285 0
	288 1
	291 2
.PEN_UP
.PEN_DOWN
	78 57
	78 60
	75 63
	72 64
	68 65
	64 66
	61 66
	58 65
	54 64
	51 62
	51 59
	49 55
	48 52
	52 48
	55 47
	58 47
	63 46
	67 45
	70 44
	74 43
	78 42
	81 39
	82 36
	83 33
	82 30
	79 27
	75 25
	72 24
	69 24
	66 24
	62 24
	59 27
	56 30
	57 32
.PEN_UP
.PEN_DOWN
	96 65
	96 62
	95 59
	94 56
	94 53
	93 48
	92 44
	92 41
	91 37
	91 32
	91 28
	91 25
	90 22
	90 19
	90 16
	90 13
	89 10
	89 6
	88 2
	88 0
.PEN_UP
.PEN_DOWN
	97 69
	100 71
	103 72
	106 72
	110 71
	113 68
	114 65
	115 62
	117 59
	117 56
	117 53
	117 50
	116 47
	114 44
	112 41
	109 39
	107 36
	104 35
	101 34
	98 33
	95 33
	92 34
	89 35
	88 35
.PEN_UP
.PEN_DOWN
	141 70
	137 68
	134 68
	131 66
	128 63
	125 61
	123 58
	121 55
	119 51
	118 48
	118 45
	119 42
	121 39
	124 36
	127 34
	130 33
	133 31
	136 32
	139 32
	142 34
	145 36
	146 39
	147 42
	149 45
	149 48
	150 51
	150 54
	149 57
	148 60
	147 63
	146 66
	145 69
	142 71
	139 73
	136 73
	134 73
.PEN_UP
.PEN_DOWN
	158 64
	159 61
	159 57
	160 54
	160 51
	160 47
	160 43
	159 38
	159 35
	158 32
	158 29
	157 26
	158 30
	159 33
	160 36
	161 39
	163 43
	165 47
	167 50
	169 53
	171 56
	174 56
	177 58
	180 60
	184 59
	188 57
	189 56
.PEN_UP
.PEN_DOWN
	190 65
	193 65
	197 65
	200 65
	203 65
	206 65
	209 64
	212 64
	215 64
	218 64
	221 64
	222 65
.PEN_UP
.PEN_DOWN
	216 97
	214 94
	213 91
	212 88
	210 85
	209 81
	207 78
	206 74
	206 71
	204 67
	203 63
	201 60
	200 57
	198 53
	197 50
	196 47
	196 44
	196 41
	197 38
	198 35
	200 32
	203 31
	206 31
	209 31
	212 31
	215 31
	218 32
	221 33
	224 35
	226 34
.PEN_UP
.PEN_DOWN
	101 64
	102 67
	102 70
	99 72
	97 75
	94 75
	91 75
	88 74
	85 71
	83 68
	83 65
	82 62
	81 57
	80 54
	80 51
	80 48
	80 44
	80 39
	81 34
	81 30
	81 26
	81 23
	81 20
	81 16
	81 13
	81 10
	81 7
	81 4
	81 1
	82 1
.PEN_UP
.PEN_DOWN
	71 38
	75 39
	79 39
	82 39
	85 39
	88 38
	92 38
	95 38
	98 38
	101 37
	102 37
.PEN_UP
.PEN_DOWN
	110 42
	110 38
	109 35
	109 32
	109 28
	109 24
	109 20
	108 16
	108 11
	109 8
	112 7
	116 8
	119 10
	123 13
	125 16
	127 19
	130 23
	131 26
	133 30
	134 33
	135 37
	136 40
	136 43
	136 46
	135 49
	133 46
	133 42
	133 39
	132 35
	132 31
	132 25
	132 21
	132 18
	132 15
	132 9
	132 6
	133 3
	137 0
.PEN_UP
.PEN_DOWN
	153 76
	153 72
	152 67
	151 63
	151 60
	151 56
	151 53
	151 50
	150 45
	149 39
	149 36
	149 32
	148 28
	148 23
	148 19
	148 14
	148 11
	148 8
	148 5
	148 3
.PEN_UP
.PEN_DOWN
	172 77
	172 73
	171 67
	170 64
	169 58
	168 54
	168 51
	168 48
	167 44
	166 41
	166 38
	166 32
	165 27
	164 24
	164 19
	163 15
	163 11
	163 6
	163 3
	164 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	88 70
	88 73
	87 76
	84 78
	81 79
	78 79
	75 78
	72 75
	71 72
	70 68
	69 64
	68 59
	68 55
	68 50
	68 44
	68 41
	68 36
	69 33
	69 30
	69 27
	70 23
	71 20
	72 17
	72 14
	72 11
	72 8
	71 7
.PEN_UP
.PEN_DOWN
	41 40
	44 40
	47 40
	54 40
	58 39
	61 39
	64 39
	69 38
	73 38
	77 37
	81 36
	84 34
	85 33
.PEN_UP
.PEN_DOWN
	94 38
	94 35
	94 31
	94 28
	94 25
	94 22
	94 18
	94 15
	94 12
	93 6
	93 2
	94 5
	94 9
	96 13
	98 18
	100 21
	102 25
	104 29
	108 33
	112 36
	115 39
	119 40
	122 40
	125 40
	127 37
	128 36
.PEN_UP
.PEN_DOWN
	127 29
	127 25
	130 23
	133 20
	136 20
	139 19
	142 19
	145 19
	148 19
	150 22
	150 25
	150 28
	150 31
	150 34
	148 37
	144 38
	141 38
	138 37
	134 37
	133 34
	130 33
	129 30
	127 27
	126 22
	126 19
	126 16
	127 12
	129 9
	130 6
	133 4
	136 3
	139 2
	142 2
	145 4
	148 5
	151 5
.PEN_UP
.PEN_DOWN
	155 21
	158 20
	161 19
	164 19
	167 19
	170 20
	175 20
	176 23
	178 26
	178 29
	177 32
	175 35
	172 36
	169 36
	164 36
	161 35
	157 31
	155 28
	153 24
	152 20
	152 17
	153 14
	154 11
	155 8
	159 6
	163 5
	167 5
	170 6
	173 6
	175 6
.PEN_UP
.PEN_DOWN
	205 24
	204 27
	203 30
	201 33
	198 35
	194 37
	191 37
	188 37
	185 35
	182 33
	182 30
	180 27
	178 23
	177 19
	177 16
	178 12
	181 9
	181 6
	184 5
	187 5
	191 7
	194 10
	197 13
	198 16
	201 20
	203 23
	206 27
	207 30
	208 34
	210 38
	210 41
	211 45
	213 49
	213 53
	214 56
	214 60
	214 63
	212 60
	212 57
	210 54
	209 50
	209 46
	209 41
	209 37
	208 32
	207 28
	207 24
	206 20
	206 16
	206 13
	206 10
	206 5
	206 2
	209 1
.PEN_UP
.PEN_DOWN
	229 34
	226 34
	223 34
	220 32
	217 29
	216 25
	214 21
	213 18
	213 15
	213 12
	215 8
	216 4
	219 3
	223 3
	226 3
	230 4
	233 7
	236 8
	237 11
	240 13
	241 16
	242 19
	242 22
	242 25
	241 29
	238 32
	235 34
	233 37
	230 38
	227 39
	227 37
.PEN_UP
.PEN_DOWN
	250 39
	250 35
	250 31
	250 26
	250 23
	250 19
	249 16
	249 12
	248 9
	247 6
	247 3
	246 0
	246 3
	248 6
	249 9
	251 12
	251 16
	253 19
	254 22
	257 26
	259 29
	263 31
	264 34
	267 35
	269 32
	269 29
	269 26
	268 22
	266 19
	266 16
	265 13
	264 10
	263 7
	263 4
	264 7
	267 10
	268 13
	269 16
	272 19
	275 24
	278 28
	280 31
	283 34
	286 35
	287 32
	288 29
	288 26
	288 23
	288 20
	288 17
	286 14
	286 10
	285 7
	284 4
	283 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	61 39
	60 36
	59 33
	58 29
	58 26
	57 23
	57 20
	58 17
	58 14
	60 11
	62 8
	65 7
	68 8
	71 10
	73 13
	74 16
	76 20
	77 23
	79 26
	79 30
	80 33
	80 36
	81 39
	81 36
	80 33
	80 30
	79 27
	79 24
	79 21
	79 17
	79 14
	79 11
	79 8
	79 5
	81 5
.PEN_UP
.PEN_DOWN
	109 35
	106 38
	103 40
	99 40
	96 41
	92 41
	89 39
	87 36
	86 33
	87 30
	88 27
	91 26
	94 26
	98 23
	101 22
	104 22
	107 21
	110 18
	112 15
	112 12
	112 9
	112 6
	109 4
	106 4
	103 3
	100 3
	97 4
	94 4
	91 5
	88 7
	87 10
	85 13
	84 16
	83 19
	84 20
.PEN_UP
.PEN_DOWN
	117 28
	116 25
	116 22
	117 19
	120 17
	124 15
	127 15
	130 15
	133 16
	136 18
	137 21
	140 24
	141 27
	142 30
	142 33
	139 35
	136 38
	133 39
	130 40
	127 41
	124 41
	121 40
	117 37
	116 34
	114 31
	113 28
	111 25
	111 22
	111 19
	111 15
	111 12
	114 8
	117 5
	122 3
	125 1
	128 0
	131 0
	134 0
	138 0
.PEN_UP
.PEN_DOWN
	49 60
	49 57
	52 56
	55 55
	58 54
	61 54
	64 54
	67 54
	70 54
	73 56
	76 59
	76 62
	78 65
	78 68
	78 71
	75 73
	72 73
	67 73
	64 73
	61 72
	58 71
	56 68
	53 63
	51 59
	51 55
	50 52
	49 48
	49 45
	50 42
	52 38
	55 36
	59 35
	63 35
	66 34
	69 34
	72 35
	75 36
	77 36
.PEN_UP
.PEN_DOWN
	103 61
	101 64
	98 66
	95 67
	90 68
	87 67
	84 65
	83 62
	80 60
	80 56
	79 53
	79 50
	79 46
	80 42
	81 39
	84 38
	88 38
	91 38
	94 40
	96 43
	99 46
	100 50
	102 53
	103 56
	104 59
	104 62
	103 59
	103 56
	103 51
	103 47
	104 44
	106 41
	108 39
.PEN_UP
.PEN_DOWN
	139 65
	136 67
	133 69
	130 70
	127 71
	124 71
	121 71
	118 71
	115 68
	113 65
	112 61
	112 58
	115 56
	118 55
	121 53
	123 50
	126 50
	129 49
	131 46
	134 45
	135 42
	134 39
	131 36
	128 35
	125 34
	122 34
	119 33
	116 33
	114 36
	111 36
	109 41
	109 44
	109 47
	109 50
	111 50
.PEN_UP
.PEN_DOWN
	142 59
	142 55
	142 52
	141 48
	141 45
	142 42
	144 39
	147 37
	151 36
	154 38
	159 40
	162 42
	165 44
	168 47
	172 51
	173 54
	175 57
	175 61
	172 59
	169 56
	167 53
	165 50
	163 47
	161 44
	158 40
	156 36
	152 32
	151 27
	148 23
	146 19
	144 16
	143 13
	141 9
	139 5
	138 2
	137 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	78 43
	78 40
	78 37
	78 33
	78 28
	78 25
	78 21
	78 15
	78 12
	76 9
	76 6
	76 9
	78 12
	80 17
	80 20
	81 24
	83 28
	85 31
	86 34
	88 37
	91 39
	94 40
	98 42
	101 42
	104 41
	105 38
	106 35
	106 32
	106 28
	104 25
	104 22
	104 19
	103 15
	102 12
	102 8
	101 5
	101 4
.PEN_UP
.PEN_DOWN
	119 34
	118 30
	118 26
	117 23
	116 20
	116 16
	116 12
	115 9
	114 6
	114 3
	115 2
.PEN_UP
.PEN_DOWN
	122 57
	125 55
	128 55
.PEN_UP
.PEN_DOWN
	132 33
	131 30
	131 27
	131 23
	131 20
	129 15
	129 11
	129 8
	129 4
	129 7
	130 10
	131 13
	131 16
	134 20
	136 23
	139 27
	142 30
	143 33
	146 34
	149 33
	151 30
	151 26
	151 23
	151 20
	151 17
	149 14
	148 9
	147 6
	146 3
	146 0
.PEN_UP
.PEN_DOWN
	161 22
	164 20
	167 18
	170 17
	173 17
	176 17
	179 17
	182 18
	185 20
	187 23
	187 26
	187 29
	187 32
	186 35
	182 38
	179 39
	176 39
	173 37
	170 35
	168 32
	166 28
	163 24
	161 21
	161 18
	160 14
	160 10
	161 7
	164 4
	166 1
	169 1
	172 0
	175 0
	179 0
	182 1
	185 1
	187 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 92
	56 90
	59 87
	63 87
	69 85
	73 85
	76 84
	79 83
	82 83
	85 83
	88 83
	91 83
	94 83
	97 83
	100 83
	103 84
.PEN_UP
.PEN_DOWN
	86 112
	86 109
	86 106
	85 103
	84 100
	83 97
	82 93
	82 90
	81 87
	80 84
	80 81
	79 78
	78 74
	78 71
	77 67
	76 64
	76 61
	76 58
	76 55
	76 51
	78 48
	79 45
	83 45
	86 45
	88 48
	92 48
.PEN_UP
.PEN_DOWN
	111 77
	106 77
	103 76
	100 73
	97 71
	95 68
	94 63
	94 60
	94 57
	94 54
	95 51
	96 48
	98 45
	101 43
	104 41
	108 40
	111 40
	114 40
	118 41
	121 44
	123 48
	125 51
	127 54
	129 57
	129 60
	130 63
	130 66
	128 69
	126 74
	123 76
	119 79
	115 81
	112 81
	112 79
.PEN_UP
.PEN_DOWN
	156 67
	154 70
	151 72
	148 73
	144 74
	140 74
	137 72
	134 70
	133 67
	131 64
	131 61
	130 58
	129 55
	129 51
	130 48
	131 45
	133 42
	136 40
	139 40
	142 40
	145 43
	148 46
	149 50
	152 54
	153 57
	155 61
	156 65
	158 68
	158 72
	159 75
	159 78
	159 81
	159 84
	159 88
	160 92
	161 95
	161 98
	161 101
	160 98
	159 95
	158 92
	158 89
	158 86
	158 82
	157 78
	157 75
	157 71
	157 68
	157 65
	157 61
	157 58
	158 55
	158 52
.PEN_UP
.PEN_DOWN
	192 75
	189 76
	185 77
	182 77
	179 76
	176 75
	173 73
	170 69
	168 66
	167 63
	165 59
	165 56
	165 53
	166 49
	167 46
	169 43
	172 42
	175 43
	178 43
	181 45
	183 48
	186 51
	186 55
	188 58
	191 62
	191 65
	192 68
	192 71
	192 74
	192 70
	192 67
	192 64
	192 61
	192 58
	192 55
	192 52
	192 49
	192 46
	194 42
	195 41
.PEN_UP
.PEN_DOWN
	204 80
	203 75
	202 71
	202 67
	201 63
	201 59
	201 55
	201 52
	201 49
	203 46
	206 44
	209 44
	212 45
	215 46
	217 49
	221 53
	222 56
	225 57
